"idvisit","idsite","idvisitor","server_time","idaction_url","idlink_va","idgoal","buster","idorder","items","url","revenue","revenue_shipping","revenue_subtotal","revenue_tax","revenue_discount","pageviews_before","visitor_returning","visitor_seconds_since_first","visitor_seconds_since_order","visitor_count_visits","referer_keyword","referer_name","referer_type","config_browser_name","config_client_type","config_device_brand","config_device_model","config_device_type","location_city","location_country","location_latitude","location_longitude","location_region","custom_dimension_1","custom_dimension_2","custom_dimension_3","custom_dimension_4","custom_dimension_5"
11865,2,0x93d5d438d1c06c9f,"2023-11-15 04:18:38","NULL","NULL",0,2160471506,"2023-11-15-76677",2,"",250.0,"NULL","NULL","NULL","NULL","NULL",2,2073600,0,25,"NULL","piwik.org",3,"SF",1,"AP","generic desktop",0,"Norwalk","us",41.142000,-73.427000,"CT","NULL","NULL","NULL","NULL","NULL"
11906,2,0x7b46335c13750a49,"2023-11-15 07:44:59",343,25129,1,0,"NULL","NULL","http://example.org/category/example-lifestyle/",10.0,"NULL","NULL","NULL","NULL","NULL",1,2073600,"NULL",29,"NULL","Google",2,"IE",1,"","generic desktop",0,"London (South Bank)","gb",51.504000,-0.112000,"ENG","NULL","NULL","NULL","NULL","NULL"
11920,2,0x7b46335c13750a49,"2023-11-15 08:56:05",362,25150,1,0,"NULL","NULL","http://example.org/category/example-lifestyle/example-news/",10.0,"NULL","NULL","NULL","NULL","NULL",1,2078033,"NULL",30,"NULL","Google",2,"IE",1,"","generic desktop",0,"London (South Bank)","gb",51.504000,-0.112000,"ENG","NULL","NULL","NULL","NULL","NULL"
11924,2,0x8afe5c5831a13a60,"2023-11-15 09:34:15",387,25165,1,0,"NULL","NULL","http://example.org/category/example-island-guide/",10.0,"NULL","NULL","NULL","NULL","NULL",1,2073600,"NULL",15,"NULL","Google",2,"MF",1,"AP","iPad",2,"London","gb",51.546000,-0.163000,"ENG","NULL","NULL","NULL","NULL","NULL"
11928,2,0x58cd456777fe9064,"2023-11-15 10:08:20",392,25170,1,0,"NULL","NULL","http://example.org/es/es/category/consejos-example/excursiones/",10.0,"NULL","NULL","NULL","NULL","NULL",1,2073600,"NULL",15,"NULL","Google",2,"FF",1,"","generic desktop",0,"NULL","fr","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
11950,2,0x6eeca60a7fdbd027,"2023-11-15 12:55:45",387,25211,1,0,"NULL","NULL","http://example.org/category/example-island-guide/",10.0,"NULL","NULL","NULL","NULL","NULL",1,2073600,"NULL",15,"NULL","Google",2,"SF",1,"AP","generic desktop",0,"Shrivenham","gb",51.599000,-1.655000,"ENG","NULL","NULL","NULL","NULL","NULL"
11960,2,0x6e9f1ae1ed8dc6ab,"2023-11-15 14:02:44",444,25237,1,0,"NULL","NULL","http://example.org/category/exampleblue-travel-tips/",10.0,"NULL","NULL","NULL","NULL","NULL",1,2073600,"NULL",16,"NULL","referrer.example.org",3,"AN",1,"SA","Galaxy Tab 2 10.1"" WiFi",2,"Norwalk","us",41.142000,-73.427000,"CT","NULL","NULL","NULL","NULL","NULL"
11971,2,0xf82b9bea04d56c53,"2023-11-15 15:18:39",387,25266,1,0,"NULL","NULL","http://example.org/category/example-island-guide/",10.0,"NULL","NULL","NULL","NULL","NULL",1,2073600,"NULL",15,"NULL","Google",2,"CH",1,"AP","generic desktop",0,"Beloslav","bg",43.193000,27.706000,"03","NULL","NULL","NULL","NULL","NULL"
11977,2,0x036c2f636f106a98,"2023-11-15 16:00:12",387,25296,1,0,"NULL","NULL","http://example.org/category/example-island-guide/",10.0,"NULL","NULL","NULL","NULL","NULL",1,2073600,"NULL",15,"NULL","Google",2,"SF",1,"AP","generic desktop",0,"Cornellà de Llobregat","es",41.350000,2.083000,"","NULL","NULL","NULL","NULL","NULL"
11981,2,0xa20f39eb2714e010,"2023-11-15 16:15:23",387,25304,1,0,"NULL","NULL","http://example.org/category/example-island-guide/",10.0,"NULL","NULL","NULL","NULL","NULL",1,2073600,"NULL",15,"NULL","Google",2,"MF",1,"AP","iPad",2,"Fornebu","no",59.900000,10.629000,"","NULL","NULL","NULL","NULL","NULL"
11989,2,0x702aaaa60a79cb01,"2023-11-15 16:58:53",506,25330,1,0,"NULL","NULL","http://example.org/category/exampleblue-travel-tips/essential-example/",10.0,"NULL","NULL","NULL","NULL","NULL",1,2073600,"NULL",15,"southern example","Yahoo! Images",2,"SF",1,"AP","generic desktop",0,"Pozuelo de Alarcón","es",40.420000,-3.801000,"M","NULL","NULL","NULL","NULL","NULL"
12011,2,0xc125e691649f7968,"2023-11-15 19:29:33",445,25367,1,0,"NULL","NULL","http://referrer.example.org/category/example-island-guide/",10.0,"NULL","NULL","NULL","NULL","NULL",1,2073600,"NULL",15,"example e magazine","Google",2,"CH",1,"","generic desktop",0,"Southend-on-Sea","gb",51.538000,0.714000,"ENG","NULL","NULL","NULL","NULL","NULL"
12013,2,0x9e68ece2091c1440,"2023-11-15 19:41:18",523,25390,1,0,"NULL","NULL","http://example.org/category/example-tv/",10.0,"NULL","NULL","NULL","NULL","NULL",1,2077102,"NULL",30,"NULL","Google",2,"MF",1,"AP","iPad",2,"Oulu","fi",65.012000,25.465000,"","NULL","NULL","NULL","NULL","NULL"
12033,2,0x860b875f60c3fa98,"2023-11-15 21:18:47",387,25418,1,0,"NULL","NULL","http://example.org/category/example-island-guide/",10.0,"NULL","NULL","NULL","NULL","NULL",1,2073600,"NULL",15,"NULL","referrer.example.org",3,"IE",1,"","generic desktop",0,"Lisbon","pt",38.760000,-9.158000,"","NULL","NULL","NULL","NULL","NULL"
12042,2,0xd6455e24adcb9321,"2023-11-15 21:49:11",444,25435,1,0,"NULL","NULL","http://example.org/category/exampleblue-travel-tips/",10.0,"NULL","NULL","NULL","NULL","NULL",1,2073600,"NULL",15,"NULL","Google",2,"MF",1,"AP","iPad",2,"Sheffield","gb",53.381000,-1.470000,"ENG","NULL","NULL","NULL","NULL","NULL"
12051,2,0xb1328469f7b7f9c9,"2023-11-15 23:27:35",387,25486,1,0,"NULL","NULL","http://example.org/category/example-island-guide/",10.0,"NULL","NULL","NULL","NULL","NULL",1,2073600,"NULL",15,"NULL","Google",2,"FF",1,"AP","generic desktop",0,"Lisbon","pt",38.744000,-9.149000,"","NULL","NULL","NULL","NULL","NULL"
12058,2,0x581a76588b2f1e1e,"2023-11-15 00:15:29","NULL","NULL",-1,0,"NULL",0,"",0.0,"NULL","NULL","NULL","NULL","NULL",1,2050674,"NULL",85,"NULL","referrer.example.org",3,"SF",1,"AP","generic desktop",0,"Lyon","fr",45.764000,4.836000,"ARA","NULL","NULL","NULL","NULL","NULL"
12064,2,0x311d27547eb22333,"2023-11-15 01:01:43","NULL","NULL",-1,0,"NULL",50,"",150.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"MF",1,"AP","iPad",2,"Montpellier","fr",43.611000,3.877000,"OCC","NULL","NULL","NULL","NULL","NULL"
12068,2,0x7ea85a8fede47d49,"2023-11-15 02:44:55","NULL","NULL",-1,0,"NULL",2,"",48.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"CM",1,"SO","Xperia M",1,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
12083,2,0x3f5989f949dbc5f7,"2023-11-15 05:39:19","NULL","NULL",-1,0,"NULL",0,"",0.0,"NULL","NULL","NULL","NULL","NULL",1,255893,"NULL",17,"NULL","referrer.example.org",3,"SF",1,"AP","generic desktop",0,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
12085,2,0x4b27ef70b9b6d93e,"2023-11-15 06:18:39","NULL","NULL",-1,0,"NULL",1,"",6.5,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"CM",1,"SO","Xperia M",1,"Lille","fr",50.629000,3.057000,"HDF","NULL","NULL","NULL","NULL","NULL"
12086,2,0xd75588fe3a348e23,"2023-11-15 07:33:18","NULL","NULL",-1,0,"NULL",2,"",38.0,"NULL","NULL","NULL","NULL","NULL",1,483558,"NULL",2,"NULL","referrer.example.org",3,"MF",1,"AP","iPhone",1,"Rennes","fr",48.089000,-1.673000,"","NULL","NULL","NULL","NULL","NULL"
12087,2,0x684166ef3fb0e21b,"2023-11-15 07:45:27","NULL","NULL",-1,0,"NULL",1,"",19.5,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"CI",1,"AP","iPhone",1,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
12088,2,0x3f5989f949dbc5f7,"2023-11-15 07:55:20","NULL","NULL",-1,0,"NULL",0,"",0.0,"NULL","NULL","NULL","NULL","NULL",1,264054,"NULL",18,"NULL","referrer.example.org",3,"SF",1,"AP","generic desktop",0,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
12089,2,0xe8fb84d0e08bafee,"2023-11-15 08:18:24","NULL","NULL",-1,0,"NULL",1,"",44.0,"NULL","NULL","NULL","NULL","NULL",1,139865,"NULL",3,"NULL","referrer.example.org",3,"MF",1,"AP","iPad",2,"Dijon","fr",47.322000,5.041000,"BFC","NULL","NULL","NULL","NULL","NULL"
12090,2,0x7327f384b2b7c665,"2023-11-15 08:30:06","NULL","NULL",-1,0,"NULL",2,"",19.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"CH",1,"","generic desktop",0,"Novillars","fr",47.285000,6.129000,"BFC","NULL","NULL","NULL","NULL","NULL"
12091,2,0x24643487c6e9c8b4,"2023-11-15 08:38:20","NULL","NULL",-1,0,"NULL",1,"",7.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"CI",1,"AP","iPad",2,"Clichy-sous-Bois","fr",48.910000,2.553000,"IDF","NULL","NULL","NULL","NULL","NULL"
12092,2,0x581a76588b2f1e1e,"2023-11-15 09:23:41","NULL","NULL",-1,0,"NULL",5,"",35.0,"NULL","NULL","NULL","NULL","NULL",1,2082336,"NULL",86,"NULL","referrer.example.org",3,"SF",1,"AP","generic desktop",0,"Lyon","fr",45.764000,4.836000,"ARA","NULL","NULL","NULL","NULL","NULL"
12093,2,0xae124406aac5c335,"2023-11-15 09:06:35","NULL","NULL",-1,0,"NULL",2,"",35.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"","example",6,"MF",1,"AP","iPad",2,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
12094,2,0x7ea85a8fede47d49,"2023-11-15 09:14:24","NULL","NULL",-1,0,"NULL",0,"",0.0,"NULL","NULL","NULL","NULL","NULL",1,25477,"NULL",2,"NULL","NULL",1,"CM",1,"SO","Xperia M",1,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
12095,2,0x1cffbbf234ec7671,"2023-11-15 09:15:11","NULL","NULL",-1,0,"NULL",1,"",25.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"MF",1,"AP","iPad",2,"Montpellier","fr",43.611000,3.877000,"OCC","NULL","NULL","NULL","NULL","NULL"
12096,2,0x198999670b370b73,"2023-11-15 09:18:06","NULL","NULL",-1,0,"NULL",1,"",15.5,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"OP",1,"","generic desktop",0,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
12097,2,0xf6133f93600b70d6,"2023-11-15 10:24:48","NULL","NULL",-1,0,"NULL",2,"",37.5,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"","example",6,"CH",1,"","generic desktop",0,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
12098,2,0x581a76588b2f1e1e,"2023-11-15 10:32:00","NULL","NULL",-1,0,"NULL",0,"",0.0,"NULL","NULL","NULL","NULL","NULL",1,2087665,"NULL",87,"NULL","referrer.example.org",3,"SF",1,"AP","generic desktop",0,"Lyon","fr",45.764000,4.836000,"ARA","NULL","NULL","NULL","NULL","NULL"
12099,2,0x04e0aec5a1a740fe,"2023-11-15 10:56:31","NULL","NULL",-1,0,"NULL",1,"",145.0,"NULL","NULL","NULL","NULL","NULL",1,1957003,"NULL",2,"NULL","referrer.example.org",3,"MF",1,"AP","iPad",2,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
12100,2,0x0a61e9b669bf7fae,"2023-11-15 11:04:38","NULL","NULL",-1,0,"NULL",1,"",19.0,"NULL","NULL","NULL","NULL","NULL",1,54909,"NULL",2,"NULL","referrer.example.org",3,"MF",1,"AP","iPad",2,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
12101,2,0x22d5e8fddb74e64e,"2023-11-15 11:05:37","NULL","NULL",-1,0,"NULL",1,"",14.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"","example",6,"IE",1,"AC","generic tablet",2,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
12102,2,0x63f3e9bfcd828fe9,"2023-11-15 11:23:22","NULL","NULL",-1,0,"NULL",64,"",29.7,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"Google Search App",5,"AP","iPad",2,"Lyon","fr",45.764000,4.836000,"ARA","NULL","NULL","NULL","NULL","NULL"
12103,2,0x927aab1360c8a2a3,"2023-11-15 11:28:28","NULL","NULL",-1,0,"NULL",6,"",20.93,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"Google Search App",5,"AP","iPad",2,"Lyon","fr",45.764000,4.836000,"ARA","NULL","NULL","NULL","NULL","NULL"
12104,2,0x53d6d75e33af1d60,"2023-11-15 11:43:10","NULL","NULL",-1,0,"NULL",0,"",0.0,"NULL","NULL","NULL","NULL","NULL",1,74513,"NULL",3,"NULL","referrer.example.org",3,"CH",1,"","generic desktop",0,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
12105,2,0x581a76588b2f1e1e,"2023-11-15 12:26:21","NULL","NULL",-1,0,"NULL",0,"",0.0,"NULL","NULL","NULL","NULL","NULL",1,2094526,"NULL",88,"NULL","referrer.example.org",3,"SF",1,"AP","generic desktop",0,"Lyon","fr",45.764000,4.836000,"ARA","NULL","NULL","NULL","NULL","NULL"
12106,2,0x5d94da797f77c051,"2023-11-15 12:30:17","NULL","NULL",-1,0,"NULL",1,"",11.1,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"","jongle-balle",6,"CH",1,"","generic desktop",0,"Courbevoie","fr",48.901000,2.259000,"IDF","NULL","NULL","NULL","NULL","NULL"
12107,2,0x938043bdf2815c2a,"2023-11-15 12:53:41","NULL","NULL",-1,0,"NULL",1,"",9.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"SF",1,"AP","generic desktop",0,"Paris","fr",48.870000,2.325000,"IDF","NULL","NULL","NULL","NULL","NULL"
12108,2,0x049ee461d74f8c0d,"2023-11-15 13:06:29","NULL","NULL",-1,0,"NULL",1,"",24.0,"NULL","NULL","NULL","NULL","NULL",1,430194,265914,5,"NULL","referrer.example.org",3,"CH",1,"","generic desktop",0,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
12109,2,0x6b7dfe6214641445,"2023-11-15 13:12:40","NULL","NULL",-1,0,"NULL",5,"",38.0,"NULL","NULL","NULL","NULL","NULL",1,505728,"NULL",2,"NULL","referrer.example.org",3,"FF",1,"","generic desktop",0,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
12110,2,0x1879ee2e797089a3,"2023-11-15 14:45:22","NULL","NULL",-1,0,"NULL",3,"",599.8,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"FF",1,"","generic desktop",0,"Montpellier (La Croix d'Argent)","fr",43.584000,3.863000,"OCC","NULL","NULL","NULL","NULL","NULL"
12111,2,0x61954dbb093dfd67,"2023-11-15 13:26:08","NULL","NULL",-1,0,"NULL",1,"",22.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"FF",1,"","generic desktop",0,"Norwalk","us",41.142000,-73.427000,"CT","NULL","NULL","NULL","NULL","NULL"
12112,2,0x252e0c14b28c17ff,"2023-11-15 13:45:11","NULL","NULL",-1,0,"NULL",1,"",14.8,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"","jongle-balle",6,"IE",1,"SA","generic desktop",0,"Nanterre","fr",48.892000,2.215000,"IDF","NULL","NULL","NULL","NULL","NULL"
12113,2,0x581a76588b2f1e1e,"2023-11-15 13:54:09","NULL","NULL",-1,0,"NULL",0,"",0.0,"NULL","NULL","NULL","NULL","NULL",1,2099287,"NULL",89,"NULL","referrer.example.org",3,"SF",1,"AP","generic desktop",0,"Lyon","fr",45.764000,4.836000,"ARA","NULL","NULL","NULL","NULL","NULL"
12114,2,0x746bb62add5915f5,"2023-11-15 13:57:45","NULL","NULL",-1,0,"NULL",3,"",40.0,"NULL","NULL","NULL","NULL","NULL",2,1836076,1826938,5,"NULL","referrer.example.org",3,"CH",1,"","generic desktop",0,"Toulouse","fr",43.605000,1.444000,"OCC","NULL","NULL","NULL","NULL","NULL"
12115,2,0x27f60c9c7be20f36,"2023-11-15 14:07:23","NULL","NULL",-1,0,"NULL",2,"",46.3,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"SF",1,"AP","generic desktop",0,"Toulouse","fr",43.605000,1.444000,"OCC","NULL","NULL","NULL","NULL","NULL"
12116,2,0x3236c726bed141c6,"2023-11-15 14:02:02","NULL","NULL",-1,0,"NULL",1,"",7.5,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"CH",1,"","generic desktop",0,"Strasbourg","fr",48.573000,7.752000,"","NULL","NULL","NULL","NULL","NULL"
12117,2,0xb2509d757d46a922,"2023-11-15 14:21:02","NULL","NULL",-1,0,"NULL",3,"",44.0,"NULL","NULL","NULL","NULL","NULL",1,664499,"NULL",2,"NULL","referrer.example.org",3,"Google Search App",5,"AP","iPhone",1,"Brussels","be",50.860000,4.358000,"","NULL","NULL","NULL","NULL","NULL"
12118,2,0x581a76588b2f1e1e,"2023-11-15 15:13:34","NULL","NULL",-1,0,"NULL",0,"",0.0,"NULL","NULL","NULL","NULL","NULL",1,2104559,"NULL",90,"NULL","referrer.example.org",3,"SF",1,"AP","generic desktop",0,"Lyon","fr",45.764000,4.836000,"ARA","NULL","NULL","NULL","NULL","NULL"
12119,2,0xcaa44c362e3b4c26,"2023-11-15 15:18:22","NULL","NULL",-1,0,"NULL",2,"",38.5,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"","example",6,"IE",1,"AC","generic desktop",0,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
12120,2,0x6b7dfe6214641445,"2023-11-15 15:40:38","NULL","NULL",-1,0,"NULL",5,"",38.0,"NULL","NULL","NULL","NULL","NULL",1,514629,"NULL",3,"NULL","referrer.example.org",3,"FF",1,"","generic desktop",0,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
12121,2,0x6041dcf9cd8f7136,"2023-11-15 15:39:20","NULL","NULL",-1,0,"NULL",1,"",22.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"","bolas",6,"SF",1,"AP","generic desktop",0,"Aubervilliers","fr",48.912000,2.384000,"IDF","NULL","NULL","NULL","NULL","NULL"
12122,2,0xed398d36c5d7ee37,"2023-11-15 15:40:03","NULL","NULL",-1,0,"NULL",1,"",10.5,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"AN",1,"SA","GT-S5839i-ORANGE",1,"Rennes","fr",48.089000,-1.673000,"","NULL","NULL","NULL","NULL","NULL"
12123,2,0x581a76588b2f1e1e,"2023-11-15 16:16:38","NULL","NULL",-1,0,"NULL",0,"",0.0,"NULL","NULL","NULL","NULL","NULL",1,2108343,"NULL",91,"NULL","referrer.example.org",3,"SF",1,"AP","generic desktop",0,"Lyon","fr",45.764000,4.836000,"ARA","NULL","NULL","NULL","NULL","NULL"
12124,2,0xaa29bf46a9ca2f70,"2023-11-15 16:43:50","NULL","NULL",-1,0,"NULL",1,"",12.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"assiette chinoise","Google",2,"SF",1,"AP","generic desktop",0,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
12125,2,0xdeee13ffb2509b67,"2023-11-15 17:17:03","NULL","NULL",-1,0,"NULL",2,"",50.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"SF",1,"AP","generic desktop",0,"Norwalk","us",41.142000,-73.427000,"CT","NULL","NULL","NULL","NULL","NULL"
12126,2,0x3f5989f949dbc5f7,"2023-11-15 17:24:24","NULL","NULL",-1,0,"NULL",0,"",0.0,"NULL","NULL","NULL","NULL","NULL",1,298198,"NULL",19,"NULL","referrer.example.org",3,"SF",1,"AP","generic desktop",0,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
12127,2,0x581a76588b2f1e1e,"2023-11-15 17:24:35","NULL","NULL",-1,0,"NULL",0,"",0.0,"NULL","NULL","NULL","NULL","NULL",1,2112420,"NULL",92,"NULL","referrer.example.org",3,"SF",1,"AP","generic desktop",0,"Lyon","fr",45.764000,4.836000,"ARA","NULL","NULL","NULL","NULL","NULL"
12128,2,0x0c35409248e3f945,"2023-11-15 17:49:57","NULL","NULL",-1,0,"NULL",1,"",28.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"CH",1,"","generic desktop",0,"Montpellier","fr",43.611000,3.877000,"OCC","NULL","NULL","NULL","NULL","NULL"
12129,2,0xeb284701f91ef307,"2023-11-15 18:05:15","NULL","NULL",-1,0,"NULL",10,"",160.5,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"FF",1,"","generic desktop",0,"Jassans-Riottier","fr",45.984000,4.759000,"ARA","NULL","NULL","NULL","NULL","NULL"
12130,2,0xb339b2bb89ad675f,"2023-11-15 17:56:20","NULL","NULL",-1,0,"NULL",1,"",8.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"CH",1,"","generic desktop",0,"Sauveterre-de-Guyenne","fr",44.693000,-0.086000,"NAQ","NULL","NULL","NULL","NULL","NULL"
12131,2,0xd32b6d2b3c4c67dc,"2023-11-15 18:17:10","NULL","NULL",-1,0,"NULL",2,"",78.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"FF",1,"AP","generic desktop",0,"Brunoy","fr",48.698000,2.505000,"IDF","NULL","NULL","NULL","NULL","NULL"
12132,2,0xef4e974ef0c19da1,"2023-11-15 18:15:54","NULL","NULL",-1,0,"NULL",20,"",59.94,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"","exampleshop",6,"IE",1,"","generic desktop",0,"Châteaugiron","fr",48.048000,-1.504000,"","NULL","NULL","NULL","NULL","NULL"
12133,2,0x2a160ebc3525a24f,"2023-11-15 18:20:22","NULL","NULL",-1,0,"NULL",1,"",36.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"IE",1,"","generic desktop",0,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
12134,2,0x3f5989f949dbc5f7,"2023-11-15 18:40:05","NULL","NULL",-1,0,"NULL",0,"",0.0,"NULL","NULL","NULL","NULL","NULL",1,302739,"NULL",20,"NULL","referrer.example.org",3,"SF",1,"AP","generic desktop",0,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
12135,2,0x581a76588b2f1e1e,"2023-11-15 18:41:36","NULL","NULL",-1,0,"NULL",0,"",0.0,"NULL","NULL","NULL","NULL","NULL",1,2117041,"NULL",93,"NULL","referrer.example.org",3,"SF",1,"AP","generic desktop",0,"Lyon","fr",45.764000,4.836000,"ARA","NULL","NULL","NULL","NULL","NULL"
12136,2,0x5f6516c2208fde66,"2023-11-15 18:52:29","NULL","NULL",-1,0,"NULL",1,"",22.5,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"","baton-du-diable",6,"CH",1,"","generic desktop",0,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
12137,2,0xd605e2435330f56d,"2023-11-15 19:06:04","NULL","NULL",-1,0,"NULL",1,"",12.9,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"IE",1,"AU","generic desktop",0,"Narbonne","fr",43.184000,3.013000,"OCC","NULL","NULL","NULL","NULL","NULL"
12138,2,0xdb6a98ea1d15cb13,"2023-11-15 19:39:37","NULL","NULL",-1,0,"NULL",2,"",23.5,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"MF",1,"AP","iPad",2,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
12139,2,0x341ff6172dd777e2,"2023-11-15 20:12:20","NULL","NULL",-1,0,"NULL",320,"",94.08,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"","exampleshop",6,"SF",1,"AP","generic desktop",0,"Montpellier","fr",43.611000,3.877000,"OCC","NULL","NULL","NULL","NULL","NULL"
12140,2,0x9c7a9bc92536133d,"2023-11-15 19:52:41","NULL","NULL",-1,0,"NULL",3,"",37.5,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"CH",1,"","generic desktop",0,"Paris","fr",48.872000,2.368000,"IDF","NULL","NULL","NULL","NULL","NULL"
12141,2,0x11dd29a7d20f2d0d,"2023-11-15 19:53:09","NULL","NULL",-1,0,"NULL",3,"",84.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"SF",1,"AP","generic desktop",0,"Montpellier","fr",43.611000,3.877000,"OCC","NULL","NULL","NULL","NULL","NULL"
12142,2,0xfb40c78c4f5c5c63,"2023-11-15 19:56:22","NULL","NULL",-1,0,"NULL",4,"",26.0,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"FF",1,"","generic desktop",0,"Brussels","be",50.860000,4.358000,"","NULL","NULL","NULL","NULL","NULL"
12143,2,0x3f5989f949dbc5f7,"2023-11-15 20:01:52","NULL","NULL",-1,0,"NULL",0,"",0.0,"NULL","NULL","NULL","NULL","NULL",1,307646,"NULL",21,"NULL","referrer.example.org",3,"SF",1,"AP","generic desktop",0,"Paris","fr",48.857000,2.352000,"IDF","NULL","NULL","NULL","NULL","NULL"
12144,2,0xcfe2b593f35ec846,"2023-11-15 20:13:18","NULL","NULL",-1,0,"NULL",1,"",11.25,"NULL","NULL","NULL","NULL","NULL",0,0,"NULL",1,"NULL","referrer.example.org",3,"FF",1,"","generic desktop",0,"Lyon","fr",45.764000,4.836000,"ARA","NULL","NULL","NULL","NULL","NULL"
